id,result,type,time cost,pre-screening,reverse,trigger size,sym ratio
id-00000000,False,label specific,1664.0562598705292,"Targets: [5], Victims: [tensor([4])]",Target Class: 5 Victim Class: 4 Trigger Size: 584.5062866210938 Optimization Steps: 136,584.5062866210938,0.9019591708956596
id-00000001,False,label specific,432.83162903785706,"Targets: [0, 2, 3, 4, 5, 6, 7, 9, 10], Victims: [tensor([2]), tensor([0, 3]), tensor([2]), tensor([5]), tensor([4]), tensor([ 7,  9, 10]), tensor([3, 6, 8]), tensor([10]), tensor([9])]",Target Class: 10 Victim Class: 9 Trigger Size: 140.2120819091797 Optimization Steps: 116,140.2120819091797,1.0545315405837388
id-00000002,False,label specific,1061.6695308685303,"Targets: [0, 1, 2, 3, 5, 6, 7, 9, 10, 12, 14, 15, 17, 18, 19, 20, 21, 22], Victims: [tensor([3]), tensor([ 2, 12, 10]), tensor([ 3, 12, 17]), tensor([2]), tensor([13]), tensor([7]), tensor([ 8, 17]), tensor([3]), tensor([20]), tensor([ 2, 10, 11]), tensor([22, 11, 13]), tensor([13]), tensor([18]), tensor([12, 17]), tensor([21]), tensor([21]), tensor([17]), tensor([12, 13])]",Target Class: 7 Victim Class: 8 Trigger Size: 108.15702819824219 Optimization Steps: 128,108.15702819824219,2.1073404043549124
id-00000003,False,label specific,16.350885152816772,"Targets: [0, 3], Victims: [tensor([5]), tensor([2])]",Target Class: 0 Victim Class: 5 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000004,False,label specific,1248.842206478119,"Targets: [3], Victims: [tensor([2])]",Target Class: 3 Victim Class: 2 Trigger Size: 87.41078186035156 Optimization Steps: 112,87.41078186035156,7.135939564493861
id-00000005,False,label specific,1193.2117941379547,"Targets: [5], Victims: [tensor([2])]",Target Class: 5 Victim Class: 2 Trigger Size: 319.00030517578125 Optimization Steps: 176,319.00030517578125,3.07287992482925
id-00000006,False,,19.261308908462524,"Targets: [], Victims: []",,,
id-00000007,True,label specific,1572.5823483467102,"Targets: [0, 4, 7], Victims: [tensor([1]), tensor([7]), tensor([4])]",Target Class: 4 Victim Class: 7 Trigger Size: 207.17459106445312 Optimization Steps: 117,207.17459106445312,15.28841720288886
id-00000008,False,,5.416816234588623,"Targets: [], Victims: []",,,
id-00000009,False,label specific,2393.0403583049774,"Targets: [0, 2, 3, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16], Victims: [tensor([18, 19]), tensor([ 5, 12]), tensor([1]), tensor([6]), tensor([11]), tensor([7]), tensor([10]), tensor([7]), tensor([7]), tensor([5]), tensor([ 0, 13]), tensor([16]), tensor([15])]",Target Class: 11 Victim Class: 7 Trigger Size: 498.9437255859375 Optimization Steps: 205,498.9437255859375,0.5929161385123406
id-00000010,False,label specific,654.291360616684,"Targets: [12, 13], Victims: [tensor([11]), tensor([11, 12])]",Target Class: 13 Victim Class: 11 Trigger Size: 373.2357482910156 Optimization Steps: 138,373.2357482910156,0.6981965691617684
id-00000011,False,label specific,651.2950201034546,"Targets: [1, 3, 5, 6, 7, 8], Victims: [tensor([2]), tensor([5]), tensor([4]), tensor([7]), tensor([6]), tensor([0])]",Target Class: 5 Victim Class: 4 Trigger Size: 123.57212829589844 Optimization Steps: 223,123.57212829589844,3.737734618209002
id-00000012,False,label specific,917.2007367610931,"Targets: [17], Victims: [tensor([15])]",Target Class: 17 Victim Class: 15 Trigger Size: 657.8291625976562 Optimization Steps: 146,657.8291625976562,2.1024374660937273
id-00000013,False,label specific,22.319307804107666,"Targets: [1, 2], Victims: [tensor([8]), tensor([1, 6])]",Target Class: 1 Victim Class: 8 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000014,False,,8.742951154708862,"Targets: [], Victims: []",,,
id-00000015,False,label specific,1321.1608629226685,"Targets: [1, 4, 5], Victims: [tensor([2]), tensor([5]), tensor([0, 4])]",Target Class: 1 Victim Class: 2 Trigger Size: 201.76866149902344 Optimization Steps: 151,201.76866149902344,1.060987161039486
