id,result,type,time cost,pre-screening,reverse,trigger size,sym ratio
id-00000445,False,Universal,508.9595293998718,"Targets: tensor([10]), Victims: None",Target Class: 10 Victim Class: all Trigger Size: 4642.88837890625 Optimization Steps: 235,4642.88837890625,
id-00000446,True,Universal,2115.3653445243835,"Targets: tensor([2]), Victims: None",Target Class: 2 Victim Class: all Trigger Size: 101.24027252197266 Optimization Steps: 88,101.24027252197266,
id-00000447,False,label specific,40.285250663757324,"Targets: [2, 3, 8, 14, 20, 22], Victims: [tensor([1]), tensor([14]), tensor([1]), tensor([ 3, 12]), tensor([1]), tensor([1])]",Target Class: 2 Victim Class: 1 Trigger Size: 10000000000.0 Optimization Steps: 21,10000000000.0,
id-00000448,False,,13.615047216415405,"Targets: [], Victims: []",,,
id-00000449,False,,13.669980764389038,"Targets: [], Victims: []",,,
id-00000450,False,Universal,1916.7312288284302,"Targets: tensor([2]), Victims: None",Target Class: 2 Victim Class: all Trigger Size: 3211.5723702566966 Optimization Steps: 132,3211.5723702566966,
id-00000451,False,,4.949232578277588,"Targets: [], Victims: []",,,
id-00000452,False,,16.315000295639038,"Targets: [], Victims: []",,,
id-00000453,False,,13.186664342880249,"Targets: [], Victims: []",,,
id-00000454,True,label specific,1192.202980041504,"Targets: [6, 7], Victims: [tensor([7]), tensor([6])]",Target Class: 7 Victim Class: 6 Trigger Size: 422.7642822265625 Optimization Steps: 134,422.7642822265625,32.971558505869424
id-00000455,False,,8.389086246490479,"Targets: [], Victims: []",,,
id-00000456,True,label specific,1201.0458145141602,"Targets: [1, 9, 11, 13, 14, 16], Victims: [tensor([13]), tensor([14]), tensor([13]), tensor([11]), tensor([13]), tensor([1])]",Target Class: 13 Victim Class: 11 Trigger Size: 45.63339614868164 Optimization Steps: 68,45.63339614868164,219137755.32766044
id-00000457,False,label specific,123.52171015739441,"Targets: [1, 2, 3, 4, 5, 11, 15, 20, 21], Victims: [tensor([ 7, 21]), tensor([1]), tensor([1]), tensor([3, 9]), tensor([9]), tensor([9]), tensor([7]), tensor([ 1, 19]), tensor([ 1, 19])]",Target Class: 1 Victim Class: 21 Trigger Size: 470.0036315917969 Optimization Steps: 119,470.0036315917969,2.760399060351551
id-00000458,False,Universal,192.1087145805359,"Targets: tensor([6]), Victims: None",Target Class: 6 Victim Class: all Trigger Size: 3821.816336495536 Optimization Steps: 78,3821.816336495536,
id-00000459,False,,4.94709587097168,"Targets: [], Victims: []",,,
id-00000460,False,label specific,9.722591876983643,"Targets: [1, 2], Victims: [tensor([2]), tensor([1])]",Target Class: 1 Victim Class: 2 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000461,True,label specific,749.9109630584717,"Targets: [2, 8, 12], Victims: [tensor([9]), tensor([ 3,  9, 13]), tensor([11, 13])]",Target Class: 8 Victim Class: 3 Trigger Size: 198.24041748046875 Optimization Steps: 95,198.24041748046875,50443800.1447673
id-00000462,True,label specific,48.55360150337219,"Targets: [20, 21], Victims: [tensor([2, 7]), tensor([2])]",Target Class: 20 Victim Class: 7 Trigger Size: 48.37567901611328 Optimization Steps: 103,48.37567901611328,82.35523129397289
id-00000463,True,Universal,1625.6330347061157,"Targets: tensor([12]), Victims: None",Target Class: 12 Victim Class: all Trigger Size: 808.700341796875 Optimization Steps: 91,808.700341796875,
id-00000464,False,,9.479580402374268,"Targets: [], Victims: []",,,
id-00000465,False,Universal,445.0679786205292,"Targets: tensor([1]), Victims: None",Target Class: 1 Victim Class: all Trigger Size: 5401.7333984375 Optimization Steps: 49,5401.7333984375,
id-00000466,False,,4.631896257400513,"Targets: [], Victims: []",,,
id-00000467,False,,12.522701025009155,"Targets: [], Victims: []",,,
id-00000468,False,,12.749953746795654,"Targets: [], Victims: []",,,
id-00000469,False,label specific,43.30045461654663,"Targets: [6], Victims: [tensor([11])]",Target Class: 6 Victim Class: 11 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000470,False,,6.345905065536499,"Targets: [], Victims: []",,,
id-00000471,False,Universal,4027.8936009407043,"Targets: tensor([11]), Victims: None",Target Class: 11 Victim Class: all Trigger Size: 1940.5022416548295 Optimization Steps: 84,1940.5022416548295,
id-00000472,False,label specific,1379.2330272197723,"Targets: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 16, 19, 20], Victims: [tensor([10]), tensor([3]), tensor([ 2, 10]), tensor([14]), tensor([11, 13]), tensor([13]), tensor([9]), tensor([18]), tensor([11]), tensor([3]), tensor([5]), tensor([4]), tensor([ 9, 11, 13]), tensor([ 3, 10]), tensor([1, 2])]",Target Class: 2 Victim Class: 3 Trigger Size: 796.70166015625 Optimization Steps: 195,796.70166015625,1.215061487026896
id-00000473,False,,6.054565191268921,"Targets: [], Victims: []",,,
id-00000474,False,label specific,107.49298167228699,"Targets: [4, 5, 8, 22], Victims: [tensor([18]), tensor([18]), tensor([9]), tensor([21])]",Target Class: 4 Victim Class: 18 Trigger Size: 10000000000.0 Optimization Steps: 21,10000000000.0,
id-00000475,False,label specific,100.53090262413025,"Targets: [16], Victims: [tensor([0])]",Target Class: 16 Victim Class: 0 Trigger Size: 10000000000.0 Optimization Steps: 21,10000000000.0,
id-00000476,False,label specific,2393.9243268966675,"Targets: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22], Victims: [tensor([13]), tensor([ 0,  2, 22]), tensor([1, 3, 6]), tensor([ 1, 16]), tensor([2, 5]), tensor([ 6, 11]), tensor([ 5, 13,  2]), tensor([ 5, 22, 21]), tensor([13,  9, 18]), tensor([16]), tensor([ 3, 16]), tensor([ 5, 13, 18]), tensor([18,  7, 20]), tensor([ 0, 19]), tensor([19]), tensor([ 0, 17]), tensor([15, 19, 22]), tensor([11, 20]), tensor([13, 15, 20]), tensor([ 1, 21]), tensor([ 7, 20, 22]), tensor([1])]",Target Class: 1 Victim Class: 22 Trigger Size: 1329.1861572265625 Optimization Steps: 203,1329.1861572265625,
id-00000477,False,,32.64503526687622,"Targets: [], Victims: []",,,
id-00000478,False,,6.31959342956543,"Targets: [], Victims: []",,,
id-00000479,False,,7.60225772857666,"Targets: [], Victims: []",,,
id-00000480,False,,5.6397130489349365,"Targets: [], Victims: []",,,
id-00000481,False,label specific,1158.3292882442474,"Targets: [1, 5, 11, 13, 15], Victims: [tensor([9]), tensor([16]), tensor([0]), tensor([5]), tensor([16])]",Target Class: 1 Victim Class: 9 Trigger Size: 1024.458740234375 Optimization Steps: 190,1024.458740234375,
id-00000482,False,,18.340771436691284,"Targets: [], Victims: []",,,
id-00000483,True,Universal,2341.3998906612396,"Targets: tensor([18]), Victims: None",Target Class: 18 Victim Class: all Trigger Size: 357.10140119280135 Optimization Steps: 100,357.10140119280135,
id-00000484,True,label specific,17.868822813034058,"Targets: [3], Victims: [tensor([6])]",Target Class: 3 Victim Class: 6 Trigger Size: 19.558185577392578 Optimization Steps: 66,19.558185577392578,128.85075172696403
id-00000485,False,label specific,9.986019611358643,"Targets: [10], Victims: [tensor([11])]",Target Class: 10 Victim Class: 11 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000486,False,label specific,4.39846396446228,"Targets: [4], Victims: [tensor([3])]",Target Class: 4 Victim Class: 3 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000487,False,,16.589495182037354,"Targets: [], Victims: []",,,
id-00000488,False,,13.584741353988647,"Targets: [], Victims: []",,,
id-00000489,False,,11.06437373161316,"Targets: [], Victims: []",,,
id-00000490,False,,8.690270185470581,"Targets: [], Victims: []",,,
id-00000491,False,label specific,1086.8663012981415,"Targets: [4, 5, 9, 11, 13, 14, 17], Victims: [tensor([10]), tensor([12, 14]), tensor([14]), tensor([14]), tensor([ 3, 12]), tensor([8, 9]), tensor([0])]",Target Class: 14 Victim Class: 8 Trigger Size: 2136.660888671875 Optimization Steps: 243,2136.660888671875,
id-00000492,True,label specific,228.1006999015808,"Targets: [1, 2, 13, 14, 16, 19, 20, 22], Victims: [tensor([19]), tensor([11]), tensor([0, 4]), tensor([4]), tensor([9]), tensor([1]), tensor([ 1, 22]), tensor([0])]",Target Class: 13 Victim Class: 4 Trigger Size: 157.07608032226562 Optimization Steps: 179,157.07608032226562,14.867625827436935
id-00000493,False,,6.041424751281738,"Targets: [], Victims: []",,,
id-00000494,False,,32.34579849243164,"Targets: [], Victims: []",,,
id-00000495,True,label specific,480.39882802963257,"Targets: [0, 7, 13, 18], Victims: [tensor([17]), tensor([8]), tensor([18]), tensor([19])]",Target Class: 0 Victim Class: 17 Trigger Size: 44.26556396484375 Optimization Steps: 91,44.26556396484375,225909241.95480987
id-00000496,False,label specific,7.097445964813232,"Targets: [3, 4], Victims: [tensor([4]), tensor([2])]",Target Class: 3 Victim Class: 4 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000497,True,Universal,345.83332085609436,"Targets: tensor([10]), Victims: None",Target Class: 10 Victim Class: all Trigger Size: 85.46172768729073 Optimization Steps: 50,85.46172768729073,
id-00000498,False,,17.476946115493774,"Targets: [], Victims: []",,,
id-00000499,False,,9.314077377319336,"Targets: [], Victims: []",,,
id-00000500,False,,6.391058921813965,"Targets: [], Victims: []",,,
id-00000501,True,Universal,10335.603230714798,"Targets: tensor([18]), Victims: None",Target Class: 18 Victim Class: all Trigger Size: 557.9116908482143 Optimization Steps: 120,557.9116908482143,
id-00000502,False,label specific,94.84227633476257,"Targets: [3, 4, 5], Victims: [tensor([4]), tensor([3]), tensor([0])]",Target Class: 5 Victim Class: 0 Trigger Size: 528.4754028320312 Optimization Steps: 353,528.4754028320312,4.27815171170293
id-00000503,False,,11.296743392944336,"Targets: [], Victims: []",,,
id-00000504,False,label specific,18.445801734924316,"Targets: [3, 20], Victims: [tensor([4]), tensor([4])]",Target Class: 3 Victim Class: 4 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000505,False,label specific,51.48796224594116,"Targets: [1], Victims: [tensor([4])]",Target Class: 1 Victim Class: 4 Trigger Size: 10000000000.0 Optimization Steps: 21,10000000000.0,
id-00000506,False,label specific,434.56749844551086,"Targets: [0, 2, 3, 4, 5, 6, 8, 9, 12, 15, 16, 17, 18, 19, 20], Victims: [tensor([ 7, 19]), tensor([12, 15]), tensor([4, 9]), tensor([3]), tensor([ 6, 11]), tensor([3, 5]), tensor([11]), tensor([3]), tensor([2]), tensor([ 2, 18]), tensor([0, 1, 7]), tensor([14]), tensor([16, 19, 20]), tensor([18]), tensor([ 1, 16])]",Target Class: 19 Victim Class: 18 Trigger Size: 1797.567626953125 Optimization Steps: 319,1797.567626953125,
id-00000507,False,label specific,6.01404333114624,"Targets: [6], Victims: [tensor([3])]",Target Class: 6 Victim Class: 3 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000508,False,,11.146109104156494,"Targets: [], Victims: []",,,
id-00000509,False,,23.142169952392578,"Targets: [], Victims: []",,,
id-00000510,False,label specific,251.00414991378784,"Targets: [0, 3, 10, 15, 17, 20, 21], Victims: [tensor([15]), tensor([20]), tensor([15]), tensor([20]), tensor([20]), tensor([15]), tensor([20])]",Target Class: 0 Victim Class: 15 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000511,False,,11.085107803344727,"Targets: [], Victims: []",,,
id-00000512,False,,5.267090797424316,"Targets: [], Victims: []",,,
id-00000513,True,label specific,751.1787374019623,"Targets: [13, 14], Victims: [tensor([8]), tensor([1])]",Target Class: 13 Victim Class: 8 Trigger Size: 179.80850219726562 Optimization Steps: 145,179.80850219726562,55614722.76227031
id-00000514,True,label specific,73.57213521003723,"Targets: [2], Victims: [tensor([3, 6])]",Target Class: 2 Victim Class: 3 Trigger Size: 67.55159759521484 Optimization Steps: 93,67.55159759521484,180.59401252953003
id-00000515,False,label specific,67.69993734359741,"Targets: [4, 5], Victims: [tensor([1, 2, 5]), tensor([0])]",Target Class: 4 Victim Class: 1 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000516,False,,10.565248250961304,"Targets: [], Victims: []",,,
id-00000517,False,label specific,1164.1218991279602,"Targets: [3, 4, 5], Victims: [tensor([4]), tensor([3]), tensor([2])]",Target Class: 4 Victim Class: 3 Trigger Size: 781.23681640625 Optimization Steps: 249,781.23681640625,1.3200775888093113
id-00000518,False,label specific,42.49762296676636,"Targets: [1, 8, 10], Victims: [tensor([4]), tensor([10]), tensor([8])]",Target Class: 10 Victim Class: 8 Trigger Size: 649.28515625 Optimization Steps: 170,649.28515625,1.3783878905286462
id-00000519,False,label specific,104.89127492904663,"Targets: [3, 9, 11, 21], Victims: [tensor([13]), tensor([13]), tensor([18]), tensor([2])]",Target Class: 3 Victim Class: 13 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000520,False,Universal,5689.902697563171,"Targets: tensor([1]), Victims: None",Target Class: 1 Victim Class: all Trigger Size: 4591.620465959822 Optimization Steps: 163,4591.620465959822,
id-00000521,True,Universal,684.5530257225037,"Targets: tensor([16]), Victims: None",Target Class: 16 Victim Class: all Trigger Size: 118.78918711344402 Optimization Steps: 55,118.78918711344402,
id-00000522,False,label specific,1266.2277092933655,"Targets: [1, 17], Victims: [tensor([ 7, 18]), tensor([18])]",Target Class: 17 Victim Class: 18 Trigger Size: 874.4785766601562 Optimization Steps: 215,874.4785766601562,1.025101314210889
id-00000523,False,,10.091041088104248,"Targets: [], Victims: []",,,
id-00000524,False,label specific,31.139619827270508,"Targets: [0, 6], Victims: [tensor([13]), tensor([5])]",Target Class: 0 Victim Class: 13 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000525,False,label specific,16.903932809829712,"Targets: [4], Victims: [tensor([3])]",Target Class: 4 Victim Class: 3 Trigger Size: 10000000000.0 Optimization Steps: 21,10000000000.0,
id-00000526,False,,8.114787578582764,"Targets: [], Victims: []",,,
id-00000527,False,,21.072645902633667,"Targets: [], Victims: []",,,
id-00000528,False,,13.481308937072754,"Targets: [], Victims: []",,,
id-00000529,False,label specific,10.650186538696289,"Targets: [3], Victims: [tensor([17])]",Target Class: 3 Victim Class: 17 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
id-00000530,False,label specific,93.31725883483887,"Targets: [4, 13, 16], Victims: [tensor([19, 12,  0]), tensor([19]), tensor([19])]",Target Class: 4 Victim Class: 19 Trigger Size: 10000000000.0 Optimization Steps: 11,10000000000.0,
